rank,members,size,strategy,f1,precision,recall,false_alarm_rate,avg_lead_time,total_signals,detected_crashes,total_crashes
370,VOL6+V4+VOL4,3,MAJORITY,0.3133841131664853,0.3284671532846715,0.299625468164794,0.6715328467153284,9.292079217079218,274,80,267
371,VOL6+X5,2,AND,0.3132436122488784,0.36666666666666664,0.27340823970037453,0.6333333333333333,9.17157287157287,210,73,267
372,VOL6+V7,2,SEQUENTIAL,0.31162248466724113,0.29859154929577464,0.3258426966292135,0.7014084507042253,10.841461943629126,355,87,267
373,M7+M6,2,AND,0.31091604134220585,0.4864864864864865,0.22846441947565543,0.5135135135135135,9.549210357543691,148,61,267
374,M7+X5+M6,3,WEIGHTED,0.3108355195166548,0.38990825688073394,0.25842696629213485,0.6100917431192661,9.919694194694195,218,69,267
375,M7+X5+M6,3,MAJORITY,0.3108355195166548,0.38990825688073394,0.25842696629213485,0.6100917431192661,9.919694194694195,218,69,267
376,M5+VOL6+V4,3,WEIGHTED,0.31057692307692314,0.39790575916230364,0.2546816479400749,0.6020942408376964,9.538832772166106,191,68,267
377,M5+VOL6+V4,3,MAJORITY,0.31057692307692314,0.39790575916230364,0.2546816479400749,0.6020942408376964,9.538832772166106,191,68,267
378,M7+X5+VOL3,3,WEIGHTED,0.3092369477911646,0.3333333333333333,0.2883895131086142,0.6666666666666666,9.849226699226698,276,77,267
379,M7+X5+VOL3,3,MAJORITY,0.3092369477911646,0.3333333333333333,0.2883895131086142,0.6666666666666666,9.849226699226698,276,77,267
380,VOL6+VOL4,2,SEQUENTIAL,0.30889105329066374,0.3488372093023256,0.27715355805243447,0.6511627906976745,9.860078347578346,301,74,267
381,M7+M8+X5,3,MAJORITY,0.3076596121491189,0.2944606413994169,0.32209737827715357,0.7055393586005831,8.801221001221002,343,86,267
382,M7+M8+X5,3,WEIGHTED,0.3076596121491189,0.2944606413994169,0.32209737827715357,0.7055393586005831,8.801221001221002,343,86,267
383,VOL6+M7+V4,3,MAJORITY,0.3066121578386065,0.3768844221105528,0.25842696629213485,0.6231155778894473,8.703114478114479,199,69,267
384,VOL6+M7+V4,3,WEIGHTED,0.3066121578386065,0.3768844221105528,0.25842696629213485,0.6231155778894473,8.703114478114479,199,69,267
385,M5+X5+VOL3,3,MAJORITY,0.30643297380585516,0.3426294820717131,0.27715355805243447,0.6573705179282868,9.690628815628816,251,74,267
386,M5+X5+VOL3,3,WEIGHTED,0.30643297380585516,0.3426294820717131,0.27715355805243447,0.6573705179282868,9.690628815628816,251,74,267
387,V7+VOL4,2,SEQUENTIAL,0.3056818775808897,0.38222222222222224,0.2546816479400749,0.6177777777777778,8.926578822412155,225,68,267
388,V7+VOL3,2,SEQUENTIAL,0.3050259965337955,0.35106382978723405,0.2696629213483146,0.648936170212766,11.675124258457592,282,72,267
389,M8+V4,2,SEQUENTIAL,0.30480344054758013,0.37948717948717947,0.2546816479400749,0.6205128205128205,8.467604617604618,195,68,267
390,M5+VOL3+VOL4,3,WEIGHTED,0.3046446981351038,0.3789954337899543,0.2546816479400749,0.6210045662100456,10.182176773843441,219,68,267
391,M5+VOL3+VOL4,3,MAJORITY,0.3046446981351038,0.3789954337899543,0.2546816479400749,0.6210045662100456,10.182176773843441,219,68,267
392,VOL3+V4+VOL4,3,WEIGHTED,0.3041650138833796,0.35526315789473684,0.26591760299625467,0.6447368421052632,8.88641975308642,228,71,267
393,VOL3+V4+VOL4,3,MAJORITY,0.3041650138833796,0.35526315789473684,0.26591760299625467,0.6447368421052632,8.88641975308642,228,71,267
394,X5+VOL3+V4,3,MAJORITY,0.30279941996215004,0.3187250996015936,0.2883895131086142,0.6812749003984063,9.001543209876543,251,77,267
395,X5+VOL3+V4,3,WEIGHTED,0.30279941996215004,0.3187250996015936,0.2883895131086142,0.6812749003984063,9.001543209876543,251,77,267
396,M8+M6+VOL4,3,WEIGHTED,0.3022697661660838,0.32222222222222224,0.2846441947565543,0.6777777777777778,7.688800705467372,270,76,267
397,M8+M6+VOL4,3,MAJORITY,0.3022697661660838,0.32222222222222224,0.2846441947565543,0.6777777777777778,7.688800705467372,270,76,267
398,M7+V7+X5,3,WEIGHTED,0.3013771342632184,0.35436893203883496,0.26217228464419473,0.6456310679611651,10.821729196729198,206,70,267
399,M7+V7+X5,3,MAJORITY,0.3013771342632184,0.35436893203883496,0.26217228464419473,0.6456310679611651,10.821729196729198,206,70,267
400,M5+M8,2,SEQUENTIAL,0.30078227648521355,0.30194805194805197,0.299625468164794,0.698051948051948,9.55894187034538,308,80,267
401,M5+VOL6+VOL4,3,MAJORITY,0.30027109359716053,0.36574074074074076,0.2546816479400749,0.6342592592592593,9.46499118165785,216,68,267
402,M5+VOL6+VOL4,3,WEIGHTED,0.30027109359716053,0.36574074074074076,0.2546816479400749,0.6342592592592593,9.46499118165785,216,68,267
403,M5+VOL6+VOL3,3,WEIGHTED,0.298629042992147,0.34051724137931033,0.26591760299625467,0.6594827586206896,10.123680640347308,232,71,267
404,M5+VOL6+VOL3,3,MAJORITY,0.298629042992147,0.34051724137931033,0.26591760299625467,0.6594827586206896,10.123680640347308,232,71,267
405,M5+VOL6+M8,3,SEQUENTIAL,0.29602010213179863,0.3688888888888889,0.24719101123595505,0.6311111111111111,11.352633477633479,225,66,267
406,VOL6+V4,2,SEQUENTIAL,0.29596609178602745,0.3127413127413127,0.2808988764044944,0.6872586872586872,9.762169312169313,259,75,267
407,VOL6+M7+M8,3,WEIGHTED,0.2920994489168804,0.324,0.26591760299625467,0.676,8.807429453262788,250,71,267
408,VOL6+M7+M8,3,MAJORITY,0.2920994489168804,0.324,0.26591760299625467,0.676,8.807429453262788,250,71,267
409,M8+VOL3+V4,3,WEIGHTED,0.29149996922508775,0.37185929648241206,0.2397003745318352,0.628140703517588,8.764197530864198,199,64,267
410,M8+VOL3+V4,3,MAJORITY,0.29149996922508775,0.37185929648241206,0.2397003745318352,0.628140703517588,8.764197530864198,199,64,267
411,M5+VOL6+M8,3,MAJORITY,0.29147994544493,0.3407079646017699,0.2546816479400749,0.6592920353982301,9.089520202020203,226,68,267
412,M5+VOL6+M8,3,WEIGHTED,0.29147994544493,0.3407079646017699,0.2546816479400749,0.6592920353982301,9.089520202020203,226,68,267
413,M8+X5+M6,3,WEIGHTED,0.28997002100889924,0.304029304029304,0.27715355805243447,0.6959706959706959,7.7519261115752345,273,74,267
414,M8+X5+M6,3,MAJORITY,0.28997002100889924,0.304029304029304,0.27715355805243447,0.6959706959706959,7.7519261115752345,273,74,267
415,X5+V4,2,SEQUENTIAL,0.28930425163797263,0.33482142857142855,0.2546816479400749,0.6651785714285714,10.739690556357225,224,68,267
416,VOL6+VOL3+V4,3,WEIGHTED,0.2889733840304182,0.29343629343629346,0.2846441947565543,0.7065637065637066,9.856569664902999,259,76,267
417,VOL6+VOL3+V4,3,MAJORITY,0.2889733840304182,0.29343629343629346,0.2846441947565543,0.7065637065637066,9.856569664902999,259,76,267
418,V7+VOL3+VOL4,3,WEIGHTED,0.2886320223343293,0.3155893536121673,0.26591760299625467,0.6844106463878327,11.289175330841998,263,71,267
419,V7+VOL3+VOL4,3,MAJORITY,0.2886320223343293,0.3155893536121673,0.26591760299625467,0.6844106463878327,11.289175330841998,263,71,267
420,M7+VOL4,2,SEQUENTIAL,0.2885143081144649,0.32653061224489793,0.25842696629213485,0.673469387755102,8.772464726631393,245,69,267
421,M7+V7+V4,3,WEIGHTED,0.2883799830364716,0.40236686390532544,0.2247191011235955,0.5976331360946746,9.34563492063492,169,60,267
422,M7+V7+V4,3,MAJORITY,0.2883799830364716,0.40236686390532544,0.2247191011235955,0.5976331360946746,9.34563492063492,169,60,267
423,M5+M6+VOL4,3,MAJORITY,0.2863587329606747,0.3945945945945946,0.2247191011235955,0.6054054054054054,10.641582491582492,185,60,267
424,M5+M6+VOL4,3,WEIGHTED,0.2863587329606747,0.3945945945945946,0.2247191011235955,0.6054054054054054,10.641582491582492,185,60,267
425,M7+VOL3,2,SEQUENTIAL,0.2838709677419355,0.3333333333333333,0.24719101123595505,0.6666666666666666,10.217508798391151,237,66,267
426,M8+VOL4,2,AND,0.28334180647347906,0.3318777292576419,0.24719101123595505,0.6681222707423581,7.475347222222222,229,66,267
427,M5+M7+X5,3,SEQUENTIAL,0.282030620467365,0.35046728971962615,0.23595505617977527,0.6495327102803738,9.14054649054649,214,63,267
428,VOL6+M6+VOL4,3,MAJORITY,0.27901824350053656,0.34946236559139787,0.23220973782771537,0.6505376344086021,9.323192239858905,186,62,267
429,VOL6+M6+VOL4,3,WEIGHTED,0.27901824350053656,0.34946236559139787,0.23220973782771537,0.6505376344086021,9.323192239858905,186,62,267
430,VOL3+VOL4,2,SEQUENTIAL,0.2783338894450006,0.32489451476793246,0.24344569288389514,0.6751054852320675,9.71523538190205,237,65,267
431,M5+M8+M6,3,MAJORITY,0.2781351094196004,0.38650306748466257,0.21722846441947566,0.6134969325153374,10.865608465608465,163,58,267
432,M5+M8+M6,3,WEIGHTED,0.2781351094196004,0.38650306748466257,0.21722846441947566,0.6134969325153374,10.865608465608465,163,58,267
433,VOL6+M8+M6,3,WEIGHTED,0.27737092079056225,0.3443396226415094,0.23220973782771537,0.6556603773584906,8.531746031746032,212,62,267
434,VOL6+M8+M6,3,MAJORITY,0.27737092079056225,0.3443396226415094,0.23220973782771537,0.6556603773584906,8.531746031746032,212,62,267
435,M8+X5,2,AND,0.276872683389363,0.3146551724137931,0.24719101123595505,0.6853448275862069,7.864748677248678,232,66,267
436,M5+V7+X5,3,MAJORITY,0.2767102229054573,0.36,0.2247191011235955,0.64,10.994708994708994,175,60,267
437,M5+V7+X5,3,WEIGHTED,0.2767102229054573,0.36,0.2247191011235955,0.64,10.994708994708994,175,60,267
438,M5+V7+M6,3,MAJORITY,0.2765641744291485,0.4206896551724138,0.20599250936329588,0.5793103448275863,10.766319444444445,145,55,267
439,M5+V7+M6,3,WEIGHTED,0.2765641744291485,0.4206896551724138,0.20599250936329588,0.5793103448275863,10.766319444444445,145,55,267
440,X5+M6+VOL4,3,MAJORITY,0.2765440375429481,0.3138075313807531,0.24719101123595505,0.6861924686192469,8.62989417989418,239,66,267
441,X5+M6+VOL4,3,WEIGHTED,0.2765440375429481,0.3138075313807531,0.24719101123595505,0.6861924686192469,8.62989417989418,239,66,267
442,M5+VOL6+M6,3,WEIGHTED,0.2758099180132134,0.41721854304635764,0.20599250936329588,0.5827814569536424,10.564478114478113,151,55,267
443,M5+VOL6+M6,3,MAJORITY,0.2758099180132134,0.41721854304635764,0.20599250936329588,0.5827814569536424,10.564478114478113,151,55,267
444,V7+X5+M6,3,WEIGHTED,0.27362120564343734,0.34972677595628415,0.2247191011235955,0.6502732240437158,11.471560846560847,183,60,267
445,V7+X5+M6,3,MAJORITY,0.27362120564343734,0.34972677595628415,0.2247191011235955,0.6502732240437158,11.471560846560847,183,60,267
446,M8+V7+V4,3,WEIGHTED,0.2726183343319353,0.30973451327433627,0.24344569288389514,0.6902654867256637,7.822222222222223,226,65,267
447,M8+V7+V4,3,MAJORITY,0.2726183343319353,0.30973451327433627,0.24344569288389514,0.6902654867256637,7.822222222222223,226,65,267
448,M5+VOL4,2,SEQUENTIAL,0.27174958468129756,0.3203463203463203,0.23595505617977527,0.6796536796536796,9.358333333333333,231,63,267
449,M5+V7+V4,3,MAJORITY,0.27041434456021324,0.40789473684210525,0.20224719101123595,0.5921052631578947,10.153439153439152,152,54,267
450,M5+V7+V4,3,WEIGHTED,0.27041434456021324,0.40789473684210525,0.20224719101123595,0.5921052631578947,10.153439153439152,152,54,267
451,M5+V7+VOL3,3,WEIGHTED,0.2689335394126739,0.35294117647058826,0.21722846441947566,0.6470588235294118,10.55969215969216,170,58,267
452,M5+V7+VOL3,3,MAJORITY,0.2689335394126739,0.35294117647058826,0.21722846441947566,0.6470588235294118,10.55969215969216,170,58,267
453,M5+VOL6+X5,3,SEQUENTIAL,0.26743945352929,0.35789473684210527,0.21348314606741572,0.6421052631578947,11.70568783068783,190,57,267
454,M5+X5+M6,3,MAJORITY,0.2665873252008331,0.3657142857142857,0.20973782771535582,0.6342857142857142,10.031200897867565,175,56,267
455,M5+X5+M6,3,WEIGHTED,0.2665873252008331,0.3657142857142857,0.20973782771535582,0.6342857142857142,10.031200897867565,175,56,267
456,X5+VOL4,2,AND,0.2657693133815422,0.3422459893048128,0.21722846441947566,0.6577540106951871,8.299765974765975,187,58,267
457,M5+VOL3,2,SEQUENTIAL,0.2625935666599231,0.3235294117647059,0.2209737827715356,0.6764705882352942,10.537274453941121,204,59,267
458,VOL6+M8,2,AND,0.26184889723134674,0.3712574850299401,0.20224719101123595,0.6287425149700598,8.029276895943562,167,54,267
459,M7+M8+V7,3,WEIGHTED,0.261353711790393,0.33689839572192515,0.21348314606741572,0.6631016042780749,10.100793650793651,187,57,267
460,M7+M8+V7,3,MAJORITY,0.261353711790393,0.33689839572192515,0.21348314606741572,0.6631016042780749,10.100793650793651,187,57,267
461,M5+M7+V7,3,SEQUENTIAL,0.2568851666935094,0.3411764705882353,0.20599250936329588,0.6588235294117647,9.798075998075998,170,55,267
462,VOL6+M8+X5,3,SEQUENTIAL,0.2552803525300107,0.32608695652173914,0.20973782771535582,0.6739130434782609,10.103246753246752,184,56,267
463,M5+V4,2,AND,0.24669603524229078,0.5714285714285714,0.15730337078651685,0.42857142857142855,10.647883597883599,84,42,267
464,V7+V4+VOL4,3,MAJORITY,0.24609559867486985,0.2719665271966527,0.2247191011235955,0.7280334728033473,9.33042328042328,239,60,267
465,V7+V4+VOL4,3,WEIGHTED,0.24609559867486985,0.2719665271966527,0.2247191011235955,0.7280334728033473,9.33042328042328,239,60,267
466,VOL6+M8+VOL4,3,SEQUENTIAL,0.24434519521682752,0.381294964028777,0.1797752808988764,0.6187050359712231,9.85731922398589,139,48,267
467,M6+V4+VOL4,3,MAJORITY,0.2428372309121883,0.37404580152671757,0.1797752808988764,0.6259541984732825,7.763932980599646,131,48,267
468,M6+V4+VOL4,3,WEIGHTED,0.2428372309121883,0.37404580152671757,0.1797752808988764,0.6259541984732825,7.763932980599646,131,48,267
469,M7+V7+VOL4,3,WEIGHTED,0.24273239747982756,0.3034825870646766,0.20224719101123595,0.6965174129353234,11.181265031265031,201,54,267
470,M7+V7+VOL4,3,MAJORITY,0.24273239747982756,0.3034825870646766,0.20224719101123595,0.6965174129353234,11.181265031265031,201,54,267
471,M8+V7+M6,3,WEIGHTED,0.24180848361696727,0.32941176470588235,0.19101123595505617,0.6705882352941176,9.945634920634921,170,51,267
472,M8+V7+M6,3,MAJORITY,0.24180848361696727,0.32941176470588235,0.19101123595505617,0.6705882352941176,9.945634920634921,170,51,267
473,M5+M6,2,AND,0.23999554739244167,0.44144144144144143,0.1647940074906367,0.5585585585585585,9.924702380952382,111,44,267
474,V7+VOL3+V4,3,WEIGHTED,0.23913955528433578,0.285,0.20599250936329588,0.715,11.251322751322753,200,55,267
475,V7+VOL3+V4,3,MAJORITY,0.23913955528433578,0.285,0.20599250936329588,0.715,11.251322751322753,200,55,267
476,VOL3+V4,2,SEQUENTIAL,0.2376618690614601,0.3048128342245989,0.1947565543071161,0.6951871657754011,8.494797178130511,187,52,267
477,M6+V4,2,SEQUENTIAL,0.23733491030948156,0.48314606741573035,0.15730337078651685,0.5168539325842697,7.835449735449736,89,42,267
478,M7+V7+X5,3,SEQUENTIAL,0.2369192466771072,0.3224043715846995,0.18726591760299627,0.6775956284153005,11.278703703703703,183,50,267
479,VOL6+VOL4,2,AND,0.23650834403080873,0.3602941176470588,0.1760299625468165,0.6397058823529411,8.949074074074073,136,47,267
480,VOL6+M6+V4,3,WEIGHTED,0.2361327242608303,0.3310344827586207,0.18352059925093633,0.6689655172413793,9.527777777777779,145,49,267
481,VOL6+M6+V4,3,MAJORITY,0.2361327242608303,0.3310344827586207,0.18352059925093633,0.6689655172413793,9.527777777777779,145,49,267
482,VOL3+M6+VOL4,3,WEIGHTED,0.236017316017316,0.35802469135802467,0.1760299625468165,0.6419753086419753,10.08395061728395,162,47,267
483,VOL3+M6+VOL4,3,MAJORITY,0.236017316017316,0.35802469135802467,0.1760299625468165,0.6419753086419753,10.08395061728395,162,47,267
484,M8+VOL3+M6,3,WEIGHTED,0.2354141545311196,0.35526315789473684,0.1760299625468165,0.6447368421052632,9.602028218694887,152,47,267
485,M8+VOL3+M6,3,MAJORITY,0.2354141545311196,0.35526315789473684,0.1760299625468165,0.6447368421052632,9.602028218694887,152,47,267
486,M5+VOL6+VOL3,3,SEQUENTIAL,0.23503689532659197,0.43478260869565216,0.16104868913857678,0.5652173913043478,11.490883190883189,115,43,267
487,M5+M7+M8,3,SEQUENTIAL,0.23495379066796906,0.28780487804878047,0.19850187265917604,0.7121951219512195,9.53985088985089,205,53,267
488,V7+V4,2,SEQUENTIAL,0.2328435085593092,0.2815533980582524,0.19850187265917604,0.7184466019417476,10.642676767676768,206,53,267
489,M5+M8+V7,3,MAJORITY,0.23149693934335006,0.325,0.1797752808988764,0.675,10.261111111111111,160,48,267
490,M5+M8+V7,3,WEIGHTED,0.23149693934335006,0.325,0.1797752808988764,0.675,10.261111111111111,160,48,267
491,M5+V7+X5,3,SEQUENTIAL,0.23120801115477246,0.32386363636363635,0.1797752808988764,0.6761363636363636,10.980098605098606,176,48,267
492,V7+X5,2,AND,0.2305218012866333,0.40540540540540543,0.16104868913857678,0.5945945945945946,11.656481481481482,111,43,267
493,X5+M6+V4,3,MAJORITY,0.23007189746795872,0.3194444444444444,0.1797752808988764,0.6805555555555556,8.43994708994709,144,48,267
494,X5+M6+V4,3,WEIGHTED,0.23007189746795872,0.3194444444444444,0.1797752808988764,0.6805555555555556,8.43994708994709,144,48,267
495,VOL6+M8+V7,3,SEQUENTIAL,0.22926605504587155,0.30538922155688625,0.18352059925093633,0.6946107784431138,10.614285714285714,167,49,267
496,M7+M8+X5,3,SEQUENTIAL,0.22739848282016958,0.2988505747126437,0.18352059925093633,0.7011494252873564,12.462962962962962,174,49,267
497,VOL6+X5+VOL3,3,SEQUENTIAL,0.22588925559222586,0.358974358974359,0.1647940074906367,0.6410256410256411,11.51283068783069,156,44,267
498,VOL6+VOL3+M6,3,MAJORITY,0.22575323434922287,0.28415300546448086,0.18726591760299627,0.7158469945355191,11.311904761904762,183,50,267
499,VOL6+VOL3+M6,3,WEIGHTED,0.22575323434922287,0.28415300546448086,0.18726591760299627,0.7158469945355191,11.311904761904762,183,50,267
500,VOL6+M7,2,SEQUENTIAL,0.22463077656026675,0.41818181818181815,0.15355805243445692,0.5818181818181818,9.738271604938271,110,41,267
501,M6+VOL4,2,SEQUENTIAL,0.22423420981295744,0.35074626865671643,0.1647940074906367,0.6492537313432836,7.690620490620491,134,44,267
502,X5+VOL3+M6,3,WEIGHTED,0.22422422422422422,0.2978723404255319,0.1797752808988764,0.7021276595744681,10.544240019240018,188,48,267
503,X5+VOL3+M6,3,MAJORITY,0.22422422422422422,0.2978723404255319,0.1797752808988764,0.7021276595744681,10.544240019240018,188,48,267
504,M5+M7+M6,3,AND,0.22379112828027178,0.4421052631578947,0.149812734082397,0.5578947368421052,10.258234126984126,95,40,267
505,M7+V4,2,AND,0.22269579115610014,0.5116279069767442,0.14232209737827714,0.4883720930232558,9.95079365079365,86,38,267
506,V7+VOL3+M6,3,WEIGHTED,0.221767851525637,0.32413793103448274,0.16853932584269662,0.6758620689655173,11.806437389770723,145,45,267
507,V7+VOL3+M6,3,MAJORITY,0.221767851525637,0.32413793103448274,0.16853932584269662,0.6758620689655173,11.806437389770723,145,45,267
508,VOL6+M8+VOL3,3,SEQUENTIAL,0.21982391366089177,0.34615384615384615,0.16104868913857678,0.6538461538461539,11.676094276094277,156,43,267
509,VOL3+M6+V4,3,WEIGHTED,0.2196008416756998,0.3853211009174312,0.15355805243445692,0.6146788990825688,10.093386243386243,109,41,267
510,VOL3+M6+V4,3,MAJORITY,0.2196008416756998,0.3853211009174312,0.15355805243445692,0.6146788990825688,10.093386243386243,109,41,267
511,M7+VOL3,2,AND,0.21884623280640525,0.43617021276595747,0.14606741573033707,0.5638297872340425,8.170723104056437,94,39,267
512,M8+X5+VOL3,3,SEQUENTIAL,0.21822487876395624,0.3383458646616541,0.16104868913857678,0.6616541353383458,10.964285714285715,133,43,267
513,VOL6+X5+VOL4,3,SEQUENTIAL,0.21293831732438376,0.368,0.149812734082397,0.632,8.554497354497354,125,40,267
514,M8+M6+V4,3,MAJORITY,0.21249825248147633,0.36538461538461536,0.149812734082397,0.6346153846153846,6.4753086419753085,104,40,267
515,M8+M6+V4,3,WEIGHTED,0.21249825248147633,0.36538461538461536,0.149812734082397,0.6346153846153846,6.4753086419753085,104,40,267
516,M8+V7,2,AND,0.20618955512572532,0.3504273504273504,0.14606741573033707,0.6495726495726496,9.069753086419752,117,39,267
517,M7+M6+VOL4,3,SEQUENTIAL,0.20584144645340752,0.4,0.13857677902621723,0.6,7.57636684303351,100,37,267
518,M5+V7+VOL4,3,WEIGHTED,0.20462850182704018,0.2926829268292683,0.15730337078651685,0.7073170731707317,11.072751322751323,164,42,267
519,M5+V7+VOL4,3,MAJORITY,0.20462850182704018,0.2926829268292683,0.15730337078651685,0.7073170731707317,11.072751322751323,164,42,267
520,M8+X5+VOL4,3,SEQUENTIAL,0.20303821187177945,0.37962962962962965,0.13857677902621723,0.6203703703703703,8.571296296296294,108,37,267
521,M7+X5+VOL4,3,SEQUENTIAL,0.20203769061730043,0.37272727272727274,0.13857677902621723,0.6272727272727273,7.99206349206349,110,37,267
522,M8+VOL3,2,AND,0.2008071249652101,0.3644859813084112,0.13857677902621723,0.6355140186915887,9.69351851851852,107,37,267
523,X5+V4,2,AND,0.19871429733908375,0.35106382978723405,0.13857677902621723,0.648936170212766,7.466666666666667,94,37,267
524,M5+M7+V4,3,SEQUENTIAL,0.19796215429403205,0.4444444444444444,0.12734082397003746,0.5555555555555556,8.204144620811286,99,34,267
525,V7+M6+VOL4,3,MAJORITY,0.1976470588235294,0.26582278481012656,0.15730337078651685,0.7341772151898734,11.994708994708994,158,42,267
526,V7+M6+VOL4,3,WEIGHTED,0.1976470588235294,0.26582278481012656,0.15730337078651685,0.7341772151898734,11.994708994708994,158,42,267
527,V4+VOL4,2,AND,0.1941298821354287,0.3465346534653465,0.1348314606741573,0.6534653465346535,7.305555555555555,101,36,267
528,VOL3+VOL4,2,AND,0.1927047487955953,0.36363636363636365,0.13108614232209737,0.6363636363636364,10.155026455026453,110,35,267
529,VOL6+VOL3,2,AND,0.1923301537862566,0.2814814814814815,0.14606741573033707,0.7185185185185186,11.316666666666666,135,39,267
530,M5+M8+X5,3,SEQUENTIAL,0.19198312236286919,0.28,0.14606741573033707,0.72,12.29484126984127,150,39,267
531,M5+M7+VOL4,3,SEQUENTIAL,0.1910828025477707,0.32786885245901637,0.1348314606741573,0.6721311475409836,7.8577601410934745,122,36,267
532,M8+V7+VOL4,3,SEQUENTIAL,0.19073693817020307,0.4175824175824176,0.12359550561797752,0.5824175824175825,11.356084656084654,91,33,267
533,V7+M6+V4,3,MAJORITY,0.18749999999999997,0.3076923076923077,0.1348314606741573,0.6923076923076923,11.327777777777778,130,36,267
534,V7+M6+V4,3,WEIGHTED,0.18749999999999997,0.3076923076923077,0.1348314606741573,0.6923076923076923,11.327777777777778,130,36,267
535,M5+VOL3,2,AND,0.1873170731707317,0.42857142857142855,0.1198501872659176,0.5714285714285714,7.8582010582010575,77,32,267
536,M5+M7+VOL3,3,SEQUENTIAL,0.18605610561056105,0.3761467889908257,0.12359550561797752,0.6238532110091743,8.566666666666668,109,33,267
537,M8+V7+X5,3,SEQUENTIAL,0.18508305008657733,0.2785714285714286,0.13857677902621723,0.7214285714285714,9.976851851851853,140,37,267
538,VOL6+M8+V4,3,SEQUENTIAL,0.18363939899833054,0.35714285714285715,0.12359550561797752,0.6428571428571429,8.857407407407408,98,33,267
539,X5+VOL3,2,AND,0.18297960024726972,0.2846153846153846,0.1348314606741573,0.7153846153846154,10.831481481481482,130,36,267
540,M5+M6+VOL4,3,SEQUENTIAL,0.1828430237047332,0.3854166666666667,0.1198501872659176,0.6145833333333334,8.92283950617284,96,32,267
541,M7+V7+VOL3,3,SEQUENTIAL,0.180475359205049,0.3652173913043478,0.1198501872659176,0.6347826086956522,11.63888888888889,115,32,267
542,V4+VOL4,2,SEQUENTIAL,0.17907137907137907,0.30158730158730157,0.12734082397003746,0.6984126984126984,11.358465608465607,126,34,267
543,M7+M8+VOL4,3,SEQUENTIAL,0.1788654732230531,0.3523809523809524,0.1198501872659176,0.6476190476190476,11.317460317460318,105,32,267
544,M5+V7+VOL3,3,SEQUENTIAL,0.1785990304222581,0.3867924528301887,0.11610486891385768,0.6132075471698113,11.158333333333333,106,31,267
545,M7+M6+V4,3,SEQUENTIAL,0.1773312950425857,0.4827586206896552,0.10861423220973783,0.5172413793103449,7.425,58,29,267
546,M5+VOL6+VOL4,3,SEQUENTIAL,0.17611070648215585,0.3644859813084112,0.11610486891385768,0.6355140186915887,11.231481481481481,107,31,267
547,M5+M7+V4,3,AND,0.1743823956819597,0.5172413793103449,0.10486891385767791,0.4827586206896552,10.65925925925926,58,28,267
548,M7+X5+VOL3,3,SEQUENTIAL,0.17063373995834574,0.3217391304347826,0.11610486891385768,0.6782608695652174,12.074579124579124,115,31,267
549,M5+M7+VOL3,3,AND,0.16883251897286622,0.43283582089552236,0.10486891385767791,0.5671641791044776,7.714814814814815,67,28,267
550,V7+X5+V4,3,SEQUENTIAL,0.16671148158107016,0.3229166666666667,0.11235955056179775,0.6770833333333334,12.362962962962962,96,30,267
551,V7+X5+VOL3,3,SEQUENTIAL,0.16655413009227998,0.3217391304347826,0.11235955056179775,0.6782608695652174,8.707407407407409,115,30,267
552,VOL6+X5+V4,3,SEQUENTIAL,0.16621983914209115,0.29245283018867924,0.11610486891385768,0.7075471698113207,9.10925925925926,106,31,267
