strategy_id,base_id,module,base_oos_return,cand_oos_return,delta_oos_return,base_oos_sharpe,cand_oos_sharpe,base_oos_pf,cand_oos_pf,base_oos_trades,cand_oos_trades,is_return_base,is_return_cand,is_gate_pass,verdict
S3.12_S_aggr_F8+D1,S3.12_S_aggr_F8,D,43.621023093201615,28.860466500822174,-14.76055659237944,0.7178704813207012,0.4879759954880721,1.272316957650161,1.164799260903564,374,300,57.07911737605112,45.872107992242526,False,reject
S3.12_S_aggr_F8+A1+FC1+D1,S3.12_S_aggr_F8,combo,43.621023093201615,23.842741243746673,-19.77828184945494,0.7178704813207012,0.3024908936569641,1.272316957650161,1.1540038287374805,374,220,57.07911737605112,-6.561466052924607,False,reject
S3.12_S_aggr_F8+FC4,S3.12_S_aggr_F8,C,43.621023093201615,22.750883706887134,-20.87013938631448,0.7178704813207012,0.5672065755045127,1.272316957650161,1.2207794770754596,374,256,57.07911737605112,23.50832598002819,False,reject
S3.12_S_aggr_F8+F2,S3.12_S_aggr_F8,F,43.621023093201615,12.869236004597447,-30.751787088604168,0.7178704813207012,0.23213972273645467,1.272316957650161,1.1882907355638848,374,327,57.07911737605112,-2.906466252353193,False,reject
S3.12_S_aggr_F8+FC5,S3.12_S_aggr_F8,C,43.621023093201615,6.963176456518988,-36.65784663668263,0.7178704813207012,0.17548790249327678,1.272316957650161,1.0930823803489345,374,245,57.07911737605112,19.187958695294057,False,reject
S3.12_S_aggr_F8+FC2,S3.12_S_aggr_F8,C,43.621023093201615,-2.689109586425084,-46.3101326796267,0.7178704813207012,-0.18609703745559328,1.272316957650161,0.9774066459014329,374,172,57.07911737605112,16.79528614329924,False,reject
S7.04_S_trail+F2,S7.04_S_trail,F,14.755192695334111,36.8314833696934,22.076290674359292,1.8261349195710923,0.5442254878011158,1.5742762594228232,1.504411404011048,180,180,24.372917561634278,-4.531096939183231,False,hold
S7.04_S_trail+FC3,S7.04_S_trail,C,14.755192695334111,35.83621042786166,21.08101773252755,1.8261349195710923,2.1151875017365813,1.5742762594228232,2.3219585715162956,180,175,24.372917561634278,17.78484907538296,False,adopt
S7.04_S_trail+F1,S7.04_S_trail,F,14.755192695334111,30.694354990229368,15.939162294895256,1.8261349195710923,0.6114206114943092,1.5742762594228232,1.5337336189913666,180,180,24.372917561634278,14.487477059116298,False,hold
S7.04_S_trail+F3,S7.04_S_trail,F,14.755192695334111,24.333464556768934,9.578271861434823,1.8261349195710923,1.3629307912488362,1.5742762594228232,1.7779846960139574,180,180,24.372917561634278,18.81416161497539,False,adopt
S7.04_S_trail+D1,S7.04_S_trail,D,14.755192695334111,22.299245139304748,7.544052443970637,1.8261349195710923,2.4575650026563762,1.5742762594228232,1.7497256180492233,180,161,24.372917561634278,12.639530590034116,False,adopt
S7.04_S_trail+D2,S7.04_S_trail,D,14.755192695334111,16.20146822005057,1.4462755247164605,1.8261349195710923,1.8261349195710923,1.5742762594228232,1.5742762594228232,180,180,24.372917561634278,25.40487770186045,True,hold
S7.04_S_trail+B2,S7.04_S_trail,B,14.755192695334111,14.964603226693978,0.20941053135986643,1.8261349195710923,1.8580977432682397,1.5742762594228232,1.5828677093976848,180,180,24.372917561634278,24.372917561634278,False,adopt
S7.04_S_trail+B3,S7.04_S_trail,B,14.755192695334111,14.870059424214187,0.11486672888007554,1.8261349195710923,1.843679069813212,1.5742762594228232,1.5789888770191811,180,180,24.372917561634278,24.372917561634278,False,adopt
S7.04_S_trail+B1,S7.04_S_trail,B,14.755192695334111,14.755192695334111,0.0,1.8261349195710923,1.8261349195710923,1.5742762594228232,1.5742762594228232,180,180,24.372917561634278,24.372917561634278,False,reject
S7.04_S_trail+A4,S7.04_S_trail,A,14.755192695334111,10.824850239306123,-3.9303424560279883,1.8261349195710923,1.77139834120025,1.5742762594228232,1.4133268765006104,180,180,24.372917561634278,24.372917561634278,False,reject
S7.04_S_trail+A3,S7.04_S_trail,A,14.755192695334111,10.094236029641651,-4.66095666569246,1.8261349195710923,1.6965374130014585,1.5742762594228232,1.383389705540247,180,180,24.372917561634278,24.372917561634278,False,reject
S7.04_S_trail+A1+B2,S7.04_S_trail,combo,14.755192695334111,9.738809756110582,-5.016382939223529,1.8261349195710923,1.6625873598293015,1.5742762594228232,1.3688206228675788,180,180,24.372917561634278,24.999942378608537,True,reject
S7.04_S_trail+A1,S7.04_S_trail,A,14.755192695334111,9.548813983963914,-5.206378711370197,1.8261349195710923,1.6190750709577286,1.5742762594228232,1.3610256988910563,180,180,24.372917561634278,24.999942378608537,True,reject
S7.04_S_trail+FC1,S7.04_S_trail,C,14.755192695334111,8.969138218297891,-5.78605447703622,1.8261349195710923,1.7974169177517787,1.5742762594228232,1.370484007316011,180,151,24.372917561634278,22.52395082504683,False,reject
S7.04_S_trail+FC5,S7.04_S_trail,C,14.755192695334111,8.837379491800831,-5.91781320353328,1.8261349195710923,3.191823218920048,1.5742762594228232,1.7563116972415282,180,21,24.372917561634278,20.547866536174705,False,reject
S7.04_S_trail+A1+FC4+D1,S7.04_S_trail,combo,14.755192695334111,8.611101751418323,-6.1440909439157885,1.8261349195710923,2.1978943868389,1.5742762594228232,1.4493769496275741,180,93,24.372917561634278,8.525840863644834,False,reject
S7.04_S_trail+A2,S7.04_S_trail,A,14.755192695334111,8.400410776341998,-6.3547819189921135,1.8261349195710923,1.36911261563774,1.5742762594228232,1.3196348449682087,180,180,24.372917561634278,23.11938931075032,False,reject
S7.04_S_trail+F3+FC4,S7.04_S_trail,combo,14.755192695334111,4.960764580762592,-9.79442811457152,1.8261349195710923,-0.10558746575396248,1.5742762594228232,1.651315669393889,180,109,24.372917561634278,17.568788603847356,False,reject
S7.04_S_trail+FC4,S7.04_S_trail,C,14.755192695334111,4.4606684560627805,-10.29452423927133,1.8261349195710923,1.053906582640747,1.5742762594228232,1.2444277067070264,180,109,24.372917561634278,25.59921648067077,True,reject
S7.04_S_trail+A1+FC4,S7.04_S_trail,combo,14.755192695334111,3.751583336997137,-11.003609358336973,1.8261349195710923,0.813639255636636,1.5742762594228232,1.2082087760753162,180,109,24.372917561634278,25.5330965356626,True,reject
S7.04_S_trail+FC2,S7.04_S_trail,C,14.755192695334111,-1.2518161455612906,-16.007008840895402,1.8261349195710923,-0.5283108487737667,1.5742762594228232,0.938163391273506,180,55,24.372917561634278,9.501101340837398,False,reject
SEQ_S1.11_S+S3.01_L+F1,SEQ_S1.11_S+S3.01_L,F,38.900778234558985,63.164925328790645,24.26414709423166,0.828711305564829,0.8442135919177164,1.2082888630789181,1.4268910654423497,575,502,35.15736576249183,27.668209059615887,False,adopt
SEQ_S1.11_S+S3.01_L+F2,SEQ_S1.11_S+S3.01_L,F,38.900778234558985,46.41665131174356,7.5158730771845725,0.828711305564829,0.5559936116308042,1.2082888630789181,1.2937627199856157,575,439,35.15736576249183,2.867463477115754,False,adopt
SEQ_S1.11_S+S3.01_L+E1,SEQ_S1.11_S+S3.01_L,E,38.900778234558985,44.979620355813914,6.0788421212549295,0.828711305564829,0.8704775654020247,1.2082888630789181,1.2633172794870648,575,630,35.15736576249183,68.53688148892321,True,adopt
SEQ_S1.11_S+S3.01_L+D1,SEQ_S1.11_S+S3.01_L,D,38.900778234558985,41.65831275997709,2.7575345254181087,0.828711305564829,0.9000800098332477,1.2082888630789181,1.2198655163692307,575,450,35.15736576249183,39.738623184824846,True,adopt
SEQ_S1.11_S+S3.01_L+FC1,SEQ_S1.11_S+S3.01_L,C,38.900778234558985,41.31360280714212,2.4128245725831334,0.828711305564829,0.930247642902694,1.2082888630789181,1.2398216596668015,575,536,35.15736576249183,23.909600413511516,False,adopt
SEQ_S1.11_S+S3.01_L+A1,SEQ_S1.11_S+S3.01_L,A,38.900778234558985,38.87564768387905,-0.02513055067993264,0.828711305564829,0.43638512802660134,1.2082888630789181,1.2053075041784014,575,442,35.15736576249183,27.847862953349747,False,reject
SEQ_S1.11_S+S3.01_L+A2,SEQ_S1.11_S+S3.01_L,A,38.900778234558985,37.38578255967453,-1.514995674884453,0.828711305564829,0.5353002999033539,1.2082888630789181,1.200328632617065,575,495,35.15736576249183,16.450571921560744,False,reject
SEQ_S1.11_S+S3.01_L+A3+B2,SEQ_S1.11_S+S3.01_L,combo,38.900778234558985,36.5227095579767,-2.378068676582288,0.828711305564829,0.4661554293932114,1.2082888630789181,1.2649487178915433,575,523,35.15736576249183,48.84025401496834,True,reject
SEQ_S1.11_S+S3.01_L+D2,SEQ_S1.11_S+S3.01_L,D,38.900778234558985,36.358689995900384,-2.5420882386586,0.828711305564829,0.828711305564829,1.2082888630789181,1.2082888630789181,575,575,35.15736576249183,48.94665439203931,True,reject
SEQ_S1.11_S+S3.01_L+E3,SEQ_S1.11_S+S3.01_L,E,38.900778234558985,35.332511315122275,-3.5682669194367094,0.828711305564829,0.6362612774579204,1.2082888630789181,1.210995139374787,575,634,35.15736576249183,10.166844903845202,False,reject
SEQ_S1.11_S+S3.01_L+F3+FC1,SEQ_S1.11_S+S3.01_L,combo,38.900778234558985,33.65744504933556,-5.2433331852234275,0.828711305564829,0.6199928563721486,1.2082888630789181,1.2325581606900486,575,546,35.15736576249183,56.27838242972595,True,reject
SEQ_S1.11_S+S3.01_L+FC3,SEQ_S1.11_S+S3.01_L,C,38.900778234558985,31.04990766450682,-7.850870570052166,0.828711305564829,0.7027607695357676,1.2082888630789181,1.1787089121251446,575,523,35.15736576249183,21.62809877249869,False,reject
SEQ_S1.11_S+S3.01_L+E2,SEQ_S1.11_S+S3.01_L,E,38.900778234558985,29.662939161301072,-9.237839073257913,0.828711305564829,0.6190308810717894,1.2082888630789181,1.1700845059916203,575,569,35.15736576249183,20.65668759748751,False,reject
SEQ_S1.11_S+S3.01_L+FC5,SEQ_S1.11_S+S3.01_L,C,38.900778234558985,22.365360933475706,-16.535417301083278,0.828711305564829,0.8032878858277042,1.2082888630789181,1.2249006218037917,575,320,35.15736576249183,21.605864845896377,False,reject
SEQ_S1.11_S+S3.01_L+F3,SEQ_S1.11_S+S3.01_L,F,38.900778234558985,22.080404075790074,-16.82037415876891,0.828711305564829,0.36097803966166164,1.2082888630789181,1.1318128645425096,575,597,35.15736576249183,68.15022184125826,True,reject
SEQ_S1.11_S+S3.01_L+B2,SEQ_S1.11_S+S3.01_L,B,38.900778234558985,16.57156088617286,-22.329217348386123,0.828711305564829,0.5214009133709426,1.2082888630789181,1.1158562353335166,575,636,35.15736576249183,51.155817993090984,True,reject
SEQ_S1.11_S+S3.01_L+B1,SEQ_S1.11_S+S3.01_L,B,38.900778234558985,15.214253374577599,-23.686524859981386,0.828711305564829,0.4813459425604098,1.2082888630789181,1.1154096762258319,575,625,35.15736576249183,49.74001755673768,True,reject
SEQ_S1.11_S+S3.01_L+A3+FC1,SEQ_S1.11_S+S3.01_L,combo,38.900778234558985,13.836237751925456,-25.06454048263353,0.828711305564829,0.07973857204414424,1.2082888630789181,1.077975611522199,575,386,35.15736576249183,24.480181383379072,False,reject
SEQ_S1.11_S+S3.01_L+FC4,SEQ_S1.11_S+S3.01_L,C,38.900778234558985,12.045370435320201,-26.855407799238783,0.828711305564829,0.4303823801119011,1.2082888630789181,1.1041187206402108,575,377,35.15736576249183,8.242657455723533,False,reject
SEQ_S1.11_S+S3.01_L+A3+FC1+D1,SEQ_S1.11_S+S3.01_L,combo,38.900778234558985,10.672713770263915,-28.22806446429507,0.828711305564829,0.10099896050476168,1.2082888630789181,1.0632659988630764,575,294,35.15736576249183,31.531587476153618,False,reject
SEQ_S1.11_S+S3.01_L+B3,SEQ_S1.11_S+S3.01_L,B,38.900778234558985,8.65375197734012,-30.247026257218863,0.828711305564829,0.22557940935793916,1.2082888630789181,1.048382490670475,575,610,35.15736576249183,47.456397160885615,True,reject
SEQ_S1.11_S+S3.01_L+A4,SEQ_S1.11_S+S3.01_L,A,38.900778234558985,6.387182808854108,-32.51359542570488,0.828711305564829,0.043268743937796963,1.2082888630789181,1.0410596285123572,575,426,35.15736576249183,19.91378198502577,False,reject
SEQ_S1.11_S+S3.01_L+A3,SEQ_S1.11_S+S3.01_L,A,38.900778234558985,3.617859538109067,-35.28291869644992,0.828711305564829,-0.021121099662659976,1.2082888630789181,1.0130184619751124,575,414,35.15736576249183,30.850102827966744,False,reject
SEQ_S1.11_S+S3.01_L+FC2,SEQ_S1.11_S+S3.01_L,C,38.900778234558985,-4.226241337815732,-43.127019572374714,0.828711305564829,-0.3354233900112893,1.2082888630789181,0.9640627186514982,575,208,35.15736576249183,-15.281764297365758,False,reject
SEQ_S1.11_S+S3.01_L+E4,SEQ_S1.11_S+S3.01_L,E,38.900778234558985,-13.908543962400017,-52.809322196959,0.828711305564829,-0.29430253923076677,1.2082888630789181,0.9394258964324292,575,613,35.15736576249183,-3.9924130524597876,False,reject
SEQ_S1.11_S+S4.04_L+A4+FC1+D1,SEQ_S1.11_S+S4.04_L,combo,44.979620355813914,98.4763368145453,53.49671645873139,0.8704775654020247,0.9932535360160362,1.2633172794870648,1.577578022316187,630,321,68.53688148892321,66.15566836118794,False,adopt
SEQ_S1.11_S+S4.04_L+A1,SEQ_S1.11_S+S4.04_L,A,44.979620355813914,87.45536714748998,42.475746791676066,0.8704775654020247,0.9431153593821683,1.2633172794870648,1.4562434500706278,630,464,68.53688148892321,62.116294728447784,False,adopt
SEQ_S1.11_S+S4.04_L+A4+FC1,SEQ_S1.11_S+S4.04_L,combo,44.979620355813914,86.86901656576701,41.8893962099531,0.8704775654020247,0.907643613256031,1.2633172794870648,1.5142721247658502,630,418,68.53688148892321,55.48064409493506,False,adopt
SEQ_S1.11_S+S4.04_L+F1,SEQ_S1.11_S+S4.04_L,F,44.979620355813914,82.05195254695775,37.072332191143836,0.8704775654020247,0.9941471645403401,1.2633172794870648,1.6011944265762255,630,528,68.53688148892321,54.21104370788797,False,adopt
SEQ_S1.11_S+S4.04_L+A2,SEQ_S1.11_S+S4.04_L,A,44.979620355813914,79.3682548393716,34.38863448355769,0.8704775654020247,0.9956262609382913,1.2633172794870648,1.4184571743992225,630,519,68.53688148892321,57.74613764211071,False,adopt
SEQ_S1.11_S+S4.04_L+A4,SEQ_S1.11_S+S4.04_L,A,44.979620355813914,78.17335307083734,33.19373271502342,0.8704775654020247,0.7806024311412897,1.2633172794870648,1.4699783070135999,630,445,68.53688148892321,69.82568803884851,True,adopt
SEQ_S1.11_S+S4.04_L+A3,SEQ_S1.11_S+S4.04_L,A,44.979620355813914,71.29246224111006,26.312841885296145,0.8704775654020247,0.6485841903017513,1.2633172794870648,1.3848515428152108,630,436,68.53688148892321,64.45212476205288,False,adopt
SEQ_S1.11_S+S4.04_L+F2,SEQ_S1.11_S+S4.04_L,F,44.979620355813914,56.451628495311006,11.472008139497092,0.8704775654020247,0.5361641334085773,1.2633172794870648,1.2954831399277278,630,458,68.53688148892321,61.64622453170754,False,adopt
SEQ_S1.11_S+S4.04_L+FC1,SEQ_S1.11_S+S4.04_L,C,44.979620355813914,47.54642822584789,2.5668078700339763,0.8704775654020247,0.973941941742581,1.2633172794870648,1.3061376868323566,630,593,68.53688148892321,54.91326284464194,False,adopt
SEQ_S1.11_S+S4.04_L+A4+B2,SEQ_S1.11_S+S4.04_L,combo,44.979620355813914,46.7132696486964,1.7336492928824825,0.8704775654020247,0.662525115690102,1.2633172794870648,1.317303883740471,630,595,68.53688148892321,91.976402898854,True,adopt
SEQ_S1.11_S+S4.04_L+D2,SEQ_S1.11_S+S4.04_L,D,44.979620355813914,41.64102085948473,-3.3385994963291807,0.8704775654020247,0.8704775654020247,1.2633172794870648,1.2633172794870648,630,630,68.53688148892321,95.9931208092557,True,reject
SEQ_S1.11_S+S4.04_L+D1,SEQ_S1.11_S+S4.04_L,D,44.979620355813914,39.3181561685667,-5.661464187247212,0.8704775654020247,0.7811486343006493,1.2633172794870648,1.2163726255864764,630,491,68.53688148892321,84.33242818542438,True,reject
SEQ_S1.11_S+S4.04_L+FC3,SEQ_S1.11_S+S4.04_L,C,44.979620355813914,35.393020647380276,-9.586599708433639,0.8704775654020247,0.71196189755768,1.2633172794870648,1.2353221607714215,630,574,68.53688148892321,43.44283312245815,False,reject
SEQ_S1.11_S+S4.04_L+E3,SEQ_S1.11_S+S4.04_L,E,44.979620355813914,35.332511315122275,-9.647109040691639,0.8704775654020247,0.6362612774579204,1.2633172794870648,1.210995139374787,630,634,68.53688148892321,10.166844903845202,False,reject
SEQ_S1.11_S+S4.04_L+E2,SEQ_S1.11_S+S4.04_L,E,44.979620355813914,29.662939161301072,-15.316681194512842,0.8704775654020247,0.6190308810717894,1.2633172794870648,1.1700845059916203,630,569,68.53688148892321,20.65668759748751,False,reject
SEQ_S1.11_S+S4.04_L+F3+FC1,SEQ_S1.11_S+S4.04_L,combo,44.979620355813914,27.304877806595485,-17.67474254921843,0.8704775654020247,0.5361693414499907,1.2633172794870648,1.2089465992885926,630,594,68.53688148892321,94.5188488267746,True,reject
SEQ_S1.11_S+S4.04_L+FC5,SEQ_S1.11_S+S4.04_L,C,44.979620355813914,24.42461050459251,-20.555009851221403,0.8704775654020247,0.721947472050553,1.2633172794870648,1.269376232215733,630,376,68.53688148892321,29.404355545263098,False,reject
SEQ_S1.11_S+S4.04_L+FC4,SEQ_S1.11_S+S4.04_L,C,44.979620355813914,19.154258781449002,-25.825361574364912,0.8704775654020247,0.5089429697566048,1.2633172794870648,1.197011568520676,630,432,68.53688148892321,26.828863634084883,False,reject
SEQ_S1.11_S+S4.04_L+F3,SEQ_S1.11_S+S4.04_L,F,44.979620355813914,16.34053943969312,-28.639080916120793,0.8704775654020247,0.29878420442823656,1.2633172794870648,1.1166285581278546,630,638,68.53688148892321,106.16845928768196,True,reject
SEQ_S1.11_S+S4.04_L+B2,SEQ_S1.11_S+S4.04_L,B,44.979620355813914,8.241737882223669,-36.73788247359025,0.8704775654020247,0.21602381708467897,1.2633172794870648,1.0683914053623373,630,704,68.53688148892321,70.40817071423194,True,reject
SEQ_S1.11_S+S4.04_L+B1,SEQ_S1.11_S+S4.04_L,B,44.979620355813914,6.488457478093675,-38.49116287772024,0.8704775654020247,0.16269689534137266,1.2633172794870648,1.0599939278959032,630,693,68.53688148892321,68.41360450745877,False,reject
SEQ_S1.11_S+S4.04_L+B3,SEQ_S1.11_S+S4.04_L,B,44.979620355813914,4.97652972075685,-40.00309063505706,0.8704775654020247,0.07129277086931866,1.2633172794870648,1.0430348136510448,630,676,68.53688148892321,70.56631367001471,True,reject
SEQ_S1.11_S+S4.04_L+FC2,SEQ_S1.11_S+S4.04_L,C,44.979620355813914,-9.466827439921136,-54.446447795735054,0.8704775654020247,-0.8798110425118005,1.2633172794870648,0.9649236870277195,630,286,68.53688148892321,19.87880050881017,False,reject
SEQ_S1.11_S+S4.04_L+E4,SEQ_S1.11_S+S4.04_L,E,44.979620355813914,-13.908543962400017,-58.88816431821393,0.8704775654020247,-0.29430253923076677,1.2633172794870648,0.9394258964324292,630,613,68.53688148892321,-3.9924130524597876,False,reject
